Date,Temperature_Celsius(℃),Relative_Humidity(%),DPT(℃),VPD(kPa),Abs Humidity(g/m³)
"Jul 10, 2025 13:18",21.7,32,4.3,1.77,6.10
"Jul 10, 2025 13:19",21.7,32,4.3,1.77,6.10
"Jul 10, 2025 13:20",21.7,32,4.3,1.77,6.10
"Jul 10, 2025 13:21",21.7,32,4.3,1.77,6.10
"Jul 10, 2025 13:22",21.7,32,4.3,1.77,6.10
"Jul 10, 2025 13:23",21.7,32,4.3,1.77,6.10
"Jul 10, 2025 13:24",21.7,32,4.3,1.77,6.10
"Jul 10, 2025 13:25",21.7,32,4.3,1.77,6.10
"Jul 10, 2025 13:26",21.7,32,4.3,1.77,6.10
"Jul 10, 2025 13:27",21.7,32,4.3,1.77,6.10
"Jul 10, 2025 13:28",21.7,32,4.3,1.77,6.10
"Jul 10, 2025 13:29",21.7,32,4.3,1.77,6.10
"Jul 10, 2025 13:30",21.7,32,4.3,1.77,6.10
"Jul 10, 2025 13:31",21.9,33,4.9,1.76,6.37
"Jul 10, 2025 13:32",21.9,33,4.9,1.76,6.37
"Jul 10, 2025 13:33",21.9,33,4.9,1.76,6.37
"Jul 10, 2025 13:34",21.9,33,4.9,1.76,6.37
"Jul 10, 2025 13:35",21.9,33,4.9,1.76,6.37
"Jul 10, 2025 13:36",21.9,33,4.9,1.76,6.37
"Jul 10, 2025 13:37",21.9,33,4.9,1.76,6.37
"Jul 10, 2025 13:38",21.9,33,4.9,1.76,6.37
"Jul 10, 2025 13:39",21.9,33,4.9,1.76,6.37
"Jul 10, 2025 13:40",21.9,33,4.9,1.76,6.37
"Jul 10, 2025 13:41",21.9,33,4.9,1.76,6.37
"Jul 10, 2025 13:42",21.9,33,4.9,1.76,6.37
"Jul 10, 2025 13:43",21.9,33,4.9,1.76,6.37
"Jul 10, 2025 13:44",21.9,33,4.9,1.76,6.37
"Jul 10, 2025 13:45",21.9,33,4.9,1.76,6.37
"Jul 10, 2025 13:46",21.9,29,3.0,1.87,5.60
"Jul 10, 2025 13:47",21.9,19,-2.8,2.13,3.67
"Jul 10, 2025 13:48",21.5,13,-8.1,2.23,2.45
"Jul 10, 2025 13:49",21.5,13,-8.1,2.23,2.45
"Jul 10, 2025 13:50",21.2,13,-8.4,2.19,2.41
"Jul 10, 2025 13:51",21.2,13,-8.4,2.19,2.41
"Jul 10, 2025 13:52",21.2,13,-8.4,2.19,2.41
"Jul 10, 2025 13:53",21.2,13,-8.4,2.19,2.41
"Jul 10, 2025 13:54",21.2,13,-8.4,2.19,2.41
"Jul 10, 2025 13:55",21.2,13,-8.4,2.19,2.41
"Jul 10, 2025 13:56",21.2,13,-8.4,2.19,2.41
"Jul 10, 2025 13:57",21.2,13,-8.4,2.19,2.41
"Jul 10, 2025 13:58",21.2,13,-8.4,2.19,2.41
"Jul 10, 2025 13:59",21.2,13,-8.4,2.19,2.41
"Jul 10, 2025 14:00",20.9,15,-6.7,2.10,2.73
"Jul 10, 2025 14:01",20.9,15,-6.7,2.10,2.73
"Jul 10, 2025 14:02",20.9,15,-6.7,2.10,2.73
"Jul 10, 2025 14:03",20.9,15,-6.7,2.10,2.73
"Jul 10, 2025 14:04",20.6,16,-6.1,2.04,2.86
"Jul 10, 2025 14:05",20.6,16,-6.1,2.04,2.86
"Jul 10, 2025 14:06",20.6,16,-6.1,2.04,2.86
"Jul 10, 2025 14:07",20.6,16,-6.1,2.04,2.86
"Jul 10, 2025 14:08",20.6,16,-6.1,2.04,2.86
"Jul 10, 2025 14:09",20.3,17,-5.6,1.98,2.99
"Jul 10, 2025 14:10",20.3,17,-5.6,1.98,2.99
"Jul 10, 2025 14:11",20.3,17,-5.6,1.98,2.99
"Jul 10, 2025 14:12",20.3,17,-5.6,1.98,2.99
"Jul 10, 2025 14:13",20.3,17,-5.6,1.98,2.99
"Jul 10, 2025 14:14",20.0,18,-5.1,1.92,3.11
"Jul 10, 2025 14:15",20.0,18,-5.1,1.92,3.11
"Jul 10, 2025 14:16",20.0,18,-5.1,1.92,3.11
"Jul 10, 2025 14:17",20.0,18,-5.1,1.92,3.11
"Jul 10, 2025 14:18",20.0,18,-5.1,1.92,3.11
"Jul 10, 2025 14:19",20.0,18,-5.1,1.92,3.11
"Jul 10, 2025 14:20",20.0,18,-5.1,1.92,3.11
"Jul 10, 2025 14:21",19.7,19,-4.6,1.86,3.23
"Jul 10, 2025 14:22",19.7,19,-4.6,1.86,3.23
"Jul 10, 2025 14:23",19.7,19,-4.6,1.86,3.23
"Jul 10, 2025 14:24",19.7,19,-4.6,1.86,3.23
"Jul 10, 2025 14:25",19.7,19,-4.6,1.86,3.23
"Jul 10, 2025 14:26",19.7,19,-4.6,1.86,3.23
"Jul 10, 2025 14:27",19.7,19,-4.6,1.86,3.23
"Jul 10, 2025 14:28",19.4,20,-4.2,1.80,3.34
"Jul 10, 2025 14:29",19.4,20,-4.2,1.80,3.34
"Jul 10, 2025 14:30",19.4,20,-4.2,1.80,3.34
"Jul 10, 2025 14:31",19.4,20,-4.2,1.80,3.34
"Jul 10, 2025 14:32",19.4,20,-4.2,1.80,3.34
"Jul 10, 2025 14:33",19.4,20,-4.2,1.80,3.34
"Jul 10, 2025 14:34",19.4,20,-4.2,1.80,3.34
"Jul 10, 2025 14:35",19.4,20,-4.2,1.80,3.34
"Jul 10, 2025 14:36",19.4,20,-4.2,1.80,3.34
"Jul 10, 2025 14:37",19.1,22,-3.1,1.72,3.61
"Jul 10, 2025 14:38",19.1,22,-3.1,1.72,3.61
"Jul 10, 2025 14:39",19.1,22,-3.1,1.72,3.61
"Jul 10, 2025 14:40",19.1,22,-3.1,1.72,3.61
"Jul 10, 2025 14:41",19.1,22,-3.1,1.72,3.61
"Jul 10, 2025 14:42",19.1,22,-3.1,1.72,3.61
"Jul 10, 2025 14:43",19.1,22,-3.1,1.72,3.61
"Jul 10, 2025 14:44",19.1,22,-3.1,1.72,3.61
"Jul 10, 2025 14:45",19.1,22,-3.1,1.72,3.61
"Jul 10, 2025 14:46",19.1,22,-3.1,1.72,3.61
"Jul 10, 2025 14:47",18.9,23,-2.7,1.68,3.73
"Jul 10, 2025 14:48",18.9,23,-2.7,1.68,3.73
"Jul 10, 2025 14:49",18.9,23,-2.7,1.68,3.73
"Jul 10, 2025 14:50",18.9,23,-2.7,1.68,3.73
"Jul 10, 2025 14:51",18.9,23,-2.7,1.68,3.73
"Jul 10, 2025 14:52",18.9,23,-2.7,1.68,3.73
"Jul 10, 2025 14:53",19.2,23,-2.5,1.71,3.79
"Jul 10, 2025 14:54",19.2,23,-2.5,1.71,3.79
"Jul 10, 2025 14:55",19.2,23,-2.5,1.71,3.79
"Jul 10, 2025 14:56",19.2,23,-2.5,1.71,3.79
"Jul 10, 2025 14:57",19.5,24,-1.6,1.72,4.03
"Jul 10, 2025 14:58",19.5,24,-1.6,1.72,4.03
"Jul 10, 2025 14:59",19.5,24,-1.6,1.72,4.03
"Jul 10, 2025 15:00",19.5,24,-1.6,1.72,4.03
"Jul 10, 2025 15:01",19.5,24,-1.6,1.72,4.03
"Jul 10, 2025 15:02",19.8,24,-1.4,1.76,4.10
"Jul 10, 2025 15:03",19.8,24,-1.4,1.76,4.10
"Jul 10, 2025 15:04",19.8,24,-1.4,1.76,4.10
"Jul 10, 2025 15:05",19.8,24,-1.4,1.76,4.10
"Jul 10, 2025 15:06",19.8,24,-1.4,1.76,4.10
"Jul 10, 2025 15:07",20.1,24,-1.1,1.79,4.17
"Jul 10, 2025 15:08",20.1,24,-1.1,1.79,4.17
"Jul 10, 2025 15:09",20.1,24,-1.1,1.79,4.17
"Jul 10, 2025 15:10",20.1,24,-1.1,1.79,4.17
"Jul 10, 2025 15:11",20.1,24,-1.1,1.79,4.17
"Jul 10, 2025 15:12",20.4,25,-0.3,1.80,4.42
"Jul 10, 2025 15:13",20.4,25,-0.3,1.80,4.42
"Jul 10, 2025 15:14",20.4,25,-0.3,1.80,4.42
"Jul 10, 2025 15:15",20.4,25,-0.3,1.80,4.42
"Jul 10, 2025 15:16",20.4,25,-0.3,1.80,4.42
"Jul 10, 2025 15:17",20.4,25,-0.3,1.80,4.42
"Jul 10, 2025 15:18",20.7,25,-0.1,1.83,4.50
"Jul 10, 2025 15:19",20.7,25,-0.1,1.83,4.50
"Jul 10, 2025 15:20",20.7,25,-0.1,1.83,4.50
"Jul 10, 2025 15:21",20.7,25,-0.1,1.83,4.50
"Jul 10, 2025 15:22",20.7,25,-0.1,1.83,4.50
"Jul 10, 2025 15:23",20.7,25,-0.1,1.83,4.50
"Jul 10, 2025 15:24",20.7,25,-0.1,1.83,4.50
"Jul 10, 2025 15:25",21.0,25,0.2,1.87,4.58
"Jul 10, 2025 15:26",21.0,25,0.2,1.87,4.58
"Jul 10, 2025 15:27",21.0,25,0.2,1.87,4.58
"Jul 10, 2025 15:28",21.0,25,0.2,1.87,4.58
"Jul 10, 2025 15:29",21.0,25,0.2,1.87,4.58
"Jul 10, 2025 15:30",21.0,25,0.2,1.87,4.58
"Jul 10, 2025 15:31",21.0,25,0.2,1.87,4.58
"Jul 10, 2025 15:32",21.3,26,1.0,1.87,4.85
"Jul 10, 2025 15:33",21.3,26,1.0,1.87,4.85
"Jul 10, 2025 15:34",21.3,26,1.0,1.87,4.85
"Jul 10, 2025 15:35",21.3,26,1.0,1.87,4.85
"Jul 10, 2025 15:36",21.3,26,1.0,1.87,4.85
"Jul 10, 2025 15:37",21.3,26,1.0,1.87,4.85
"Jul 10, 2025 15:38",21.3,26,1.0,1.87,4.85
"Jul 10, 2025 15:39",21.3,26,1.0,1.87,4.85
"Jul 10, 2025 15:40",21.3,26,1.0,1.87,4.85
"Jul 10, 2025 15:41",21.3,26,1.0,1.87,4.85
"Jul 10, 2025 15:42",21.6,26,1.3,1.91,4.93
"Jul 10, 2025 15:43",21.6,26,1.3,1.91,4.93
"Jul 10, 2025 15:44",21.6,26,1.3,1.91,4.93
"Jul 10, 2025 15:45",21.6,26,1.3,1.91,4.93
"Jul 10, 2025 15:46",21.6,26,1.3,1.91,4.93
"Jul 10, 2025 15:47",21.6,26,1.3,1.91,4.93
"Jul 10, 2025 15:48",21.6,26,1.3,1.91,4.93
"Jul 10, 2025 15:49",21.6,26,1.3,1.91,4.93
"Jul 10, 2025 15:50",21.6,26,1.3,1.91,4.93
"Jul 10, 2025 15:51",21.6,26,1.3,1.91,4.93
"Jul 10, 2025 15:52",21.8,26,1.4,1.93,4.99
"Jul 10, 2025 15:53",21.8,26,1.4,1.93,4.99
"Jul 10, 2025 15:54",21.8,26,1.4,1.93,4.99
"Jul 10, 2025 15:55",21.8,26,1.4,1.93,4.99
"Jul 10, 2025 15:56",21.8,26,1.4,1.93,4.99
"Jul 10, 2025 15:57",21.8,26,1.4,1.93,4.99
"Jul 10, 2025 15:58",21.8,26,1.4,1.93,4.99
"Jul 10, 2025 15:59",21.8,26,1.4,1.93,4.99
"Jul 10, 2025 16:00",21.8,26,1.4,1.93,4.99
"Jul 10, 2025 16:01",21.8,26,1.4,1.93,4.99
"Jul 10, 2025 16:02",21.8,26,1.4,1.93,4.99
"Jul 10, 2025 16:03",21.8,26,1.4,1.93,4.99
"Jul 10, 2025 16:04",21.8,26,1.4,1.93,4.99
"Jul 10, 2025 16:05",21.8,26,1.4,1.93,4.99
"Jul 10, 2025 16:06",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:07",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:08",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:09",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:10",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:11",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:12",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:13",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:14",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:15",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:16",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:17",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:18",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:19",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:20",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:21",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:22",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:23",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:24",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:25",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:26",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:27",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:28",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:29",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:30",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:31",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:32",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:33",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:34",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:35",22.0,27,2.1,1.93,5.24
"Jul 10, 2025 16:36",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:37",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:38",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:39",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:40",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:41",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:42",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:44",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:45",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:46",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:47",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:48",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:49",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:50",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:51",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:52",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:53",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:54",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:55",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:56",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:57",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:58",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 16:59",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 17:00",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 17:01",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 17:02",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 17:03",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 17:04",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 17:05",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 17:06",22.1,28,2.7,1.92,5.47
"Jul 10, 2025 17:07",22.2,29,3.3,1.90,5.69
"Jul 10, 2025 17:08",22.2,29,3.3,1.90,5.69
"Jul 10, 2025 17:09",22.2,29,3.3,1.90,5.69
"Jul 10, 2025 17:10",22.2,29,3.3,1.90,5.69
"Jul 10, 2025 17:11",22.2,29,3.3,1.90,5.69
"Jul 10, 2025 17:12",22.2,29,3.3,1.90,5.69
"Jul 10, 2025 17:13",22.2,29,3.3,1.90,5.69
"Jul 10, 2025 17:14",22.2,29,3.3,1.90,5.69
"Jul 10, 2025 17:15",22.2,29,3.3,1.90,5.69
"Jul 10, 2025 17:16",22.2,29,3.3,1.90,5.69
"Jul 10, 2025 17:17",22.2,29,3.3,1.90,5.69
"Jul 10, 2025 17:18",22.3,19,-2.5,2.18,3.75
"Jul 10, 2025 17:19",21.9,16,-5.1,2.21,3.09
"Jul 10, 2025 17:20",21.9,16,-5.1,2.21,3.09
"Jul 10, 2025 17:21",21.9,16,-5.1,2.21,3.09
"Jul 10, 2025 17:22",21.9,16,-5.1,2.21,3.09
"Jul 10, 2025 17:23",21.9,16,-5.1,2.21,3.09
"Jul 10, 2025 17:24",21.9,16,-5.1,2.21,3.09
"Jul 10, 2025 17:25",21.9,16,-5.1,2.21,3.09
"Jul 10, 2025 17:26",21.9,16,-5.1,2.21,3.09
"Jul 10, 2025 17:27",21.9,16,-5.1,2.21,3.09
"Jul 10, 2025 17:28",21.9,16,-5.1,2.21,3.09
"Jul 10, 2025 17:29",21.6,15,-6.2,2.19,2.84
"Jul 10, 2025 17:30",21.6,15,-6.2,2.19,2.84
"Jul 10, 2025 17:31",21.6,15,-6.2,2.19,2.84
"Jul 10, 2025 17:32",21.6,15,-6.2,2.19,2.84
"Jul 10, 2025 17:33",21.3,15,-6.4,2.15,2.80
"Jul 10, 2025 17:34",21.3,15,-6.4,2.15,2.80
"Jul 10, 2025 17:35",21.3,15,-6.4,2.15,2.80
"Jul 10, 2025 17:36",21.0,16,-5.8,2.09,2.93
"Jul 10, 2025 17:37",21.0,16,-5.8,2.09,2.93
"Jul 10, 2025 17:38",21.0,16,-5.8,2.09,2.93
"Jul 10, 2025 17:39",21.0,16,-5.8,2.09,2.93
"Jul 10, 2025 17:40",20.7,17,-5.3,2.03,3.06
"Jul 10, 2025 17:41",20.7,17,-5.3,2.03,3.06
"Jul 10, 2025 17:42",20.7,17,-5.3,2.03,3.06
"Jul 10, 2025 17:43",20.7,17,-5.3,2.03,3.06
"Jul 10, 2025 17:44",20.4,17,-5.5,1.99,3.01
"Jul 10, 2025 17:45",20.4,17,-5.5,1.99,3.01
"Jul 10, 2025 17:46",20.4,17,-5.5,1.99,3.01
"Jul 10, 2025 17:47",20.4,17,-5.5,1.99,3.01
"Jul 10, 2025 17:48",20.1,18,-5.0,1.93,3.13
"Jul 10, 2025 17:49",20.1,18,-5.0,1.93,3.13
"Jul 10, 2025 17:50",20.1,18,-5.0,1.93,3.13
"Jul 10, 2025 17:51",20.1,18,-5.0,1.93,3.13
"Jul 10, 2025 17:52",19.8,19,-4.5,1.87,3.25
"Jul 10, 2025 17:53",19.8,19,-4.5,1.87,3.25
"Jul 10, 2025 17:54",19.8,19,-4.5,1.87,3.25
"Jul 10, 2025 17:55",19.8,19,-4.5,1.87,3.25
"Jul 10, 2025 17:56",19.8,19,-4.5,1.87,3.25
"Jul 10, 2025 17:57",19.8,19,-4.5,1.87,3.25
"Jul 10, 2025 17:58",19.5,19,-4.8,1.84,3.19
"Jul 10, 2025 17:59",19.5,19,-4.8,1.84,3.19
"Jul 10, 2025 18:00",19.5,19,-4.8,1.84,3.19
"Jul 10, 2025 18:01",19.5,19,-4.8,1.84,3.19
"Jul 10, 2025 18:02",19.5,19,-4.8,1.84,3.19
"Jul 10, 2025 18:03",19.5,19,-4.8,1.84,3.19
"Jul 10, 2025 18:04",19.2,20,-4.3,1.78,3.30
"Jul 10, 2025 18:05",19.2,20,-4.3,1.78,3.30
"Jul 10, 2025 18:06",19.2,20,-4.3,1.78,3.30
"Jul 10, 2025 18:07",19.2,20,-4.3,1.78,3.30
"Jul 10, 2025 18:08",19.2,20,-4.3,1.78,3.30
"Jul 10, 2025 18:09",19.2,20,-4.3,1.78,3.30
"Jul 10, 2025 18:10",19.2,20,-4.3,1.78,3.30
"Jul 10, 2025 18:11",18.9,21,-3.9,1.73,3.40
"Jul 10, 2025 18:12",18.9,21,-3.9,1.73,3.40
"Jul 10, 2025 18:13",18.9,21,-3.9,1.73,3.40
"Jul 10, 2025 18:14",18.9,21,-3.9,1.73,3.40
"Jul 10, 2025 18:15",18.9,21,-3.9,1.73,3.40
"Jul 10, 2025 18:16",18.9,21,-3.9,1.73,3.40
"Jul 10, 2025 18:17",18.9,21,-3.9,1.73,3.40
"Jul 10, 2025 18:18",18.9,21,-3.9,1.73,3.40
"Jul 10, 2025 18:19",18.9,21,-3.9,1.73,3.40
"Jul 10, 2025 18:20",18.6,22,-3.6,1.67,3.50
"Jul 10, 2025 18:21",18.6,22,-3.6,1.67,3.50
"Jul 10, 2025 18:22",18.6,22,-3.6,1.67,3.50
"Jul 10, 2025 18:23",18.6,22,-3.6,1.67,3.50
"Jul 10, 2025 18:24",18.6,22,-3.6,1.67,3.50
"Jul 10, 2025 18:25",18.6,22,-3.6,1.67,3.50
"Jul 10, 2025 18:26",18.6,22,-3.6,1.67,3.50
"Jul 10, 2025 18:27",18.6,22,-3.6,1.67,3.50
"Jul 10, 2025 18:28",18.6,22,-3.6,1.67,3.50
"Jul 10, 2025 18:29",18.6,22,-3.6,1.67,3.50
"Jul 10, 2025 18:30",18.4,23,-3.1,1.63,3.62
"Jul 10, 2025 18:31",18.4,23,-3.1,1.63,3.62
"Jul 10, 2025 18:32",18.4,23,-3.1,1.63,3.62
"Jul 10, 2025 18:33",18.4,23,-3.1,1.63,3.62
"Jul 10, 2025 18:34",18.4,23,-3.1,1.63,3.62
"Jul 10, 2025 18:35",18.4,23,-3.1,1.63,3.62
"Jul 10, 2025 18:36",18.4,23,-3.1,1.63,3.62
"Jul 10, 2025 18:37",18.4,23,-3.1,1.63,3.62
"Jul 10, 2025 18:38",18.4,23,-3.1,1.63,3.62
"Jul 10, 2025 18:39",18.4,23,-3.1,1.63,3.62
"Jul 10, 2025 18:40",18.2,24,-2.7,1.59,3.73
"Jul 10, 2025 18:41",18.2,24,-2.7,1.59,3.73
"Jul 10, 2025 18:42",18.2,24,-2.7,1.59,3.73
"Jul 10, 2025 18:43",18.2,24,-2.7,1.59,3.73
"Jul 10, 2025 18:44",18.2,24,-2.7,1.59,3.73
"Jul 10, 2025 18:45",18.2,24,-2.7,1.59,3.73
"Jul 10, 2025 18:46",18.2,24,-2.7,1.59,3.73
"Jul 10, 2025 18:47",18.2,24,-2.7,1.59,3.73
